Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
quest_toc_10z_description,Quest,Quest Info,,,"Help lay to rest 10 old settlers and prove your worth",,"Töte 10 zombies und zeig dass du dein Wort hälst","Help lay para descansar 10 velhos colonizadores e provar o seu valor","Aider à faire reposer 10 vieux colons et prouver votre valeur","Aiutare a riposare 10 vecchi coloni e dimostrare il tuo valore","10 人の老後開拓者を休ませ、あなたの価値を証明する","노인 10명을 쉬게 하고 당신의 가치를 증명할 수 있도록 도와주세요.","Pomoc położyć się na odpoczynek 10 starych osadników i udowodnić swoją wartość","Help lay para descansar 10 velhos colonizadores e provar o seu valor","Помогите отдохнуть 10 старым поселенцам и доказать свою ценность","10 eski yerleşimciyi dinlendirin ve değerinizi kanıtlayın.","帮助 10 个老定居者，证明你的价值","幫助休息 10 個老定居者，證明你的價值","Ayuda a poner a descansar a 10 antiguos colonos y demostrar su valía"
quest_toc_10z_offer,Quest,Quest Info,,,"If it were your reanimated corpse, wouldn't you want a mercy kill? Become a White River citizen by helping lay to rest 10 of our old residents. This will grant you a +White River citizen card which can be used as an ingredient to craft quest-starting items. Choose carefully, as your citizen card is held from you while you work to complete your quest, and it is returned to you on successful completion.",,"Wenn es deine reanimierte Leiche wäre, willst du nicht eine Gnade töten? Werden Sie ein Weißer Fluss Bürger, indem Sie zur Ruhe 10 unserer alten Bewohner helfen. Dies wird Ihnen eine + White River Bürgerkarte gewähren, die als Zutat für die handwerklichen Quest-Ausgangsposten verwendet werden kann. Wählen Sie sorgfältig aus, da Ihre Bürgerkarte von Ihnen gehalten wird, während Sie arbeiten, um Ihre Suche abzuschließen, und es wird Ihnen bei erfolgreichem Abschluss zurückgegeben.","Se fosse o seu cadáver reanimado, você não gostaria de um matar de misericórdia? Torne-se um cidadão do Rio Branco ajudando a descansar 10 dos nossos velhos moradores. Isso lhe concederá um cartão de cidadão do Rio Branco que pode ser usado como ingrediente para elaborar itens de busca de artesanato. Escolha cuidadosamente, já que seu cartão de cidadão é mantido a partir de você enquanto você trabalha para completar sua busca, e ele é devolvido a você em conclusão bem-sucedida.","Si c'était ton corps réanimé, tu ne voudrais pas qu'une miséricorde tue? Devenez citoyen de la rivière White en vous aidant à vous reposer 10 de nos vieux résidents. Ceci vous donnera une carte de citoyen de la rivière White qui peut être utilisée comme ingrédient pour fabriquer des articles de quêtes. Choisissez soigneusement, car votre carte de citoyen vous est détenue pendant que vous travaillez pour compléter votre quête, et elle vous est retournée avec succès.","Se fosse il tuo cadavere rianimato, non vorresti una morte di misericordia? Diventa cittadino del fiume Bianco aiutando a far riposare il 10 dei nostri vecchi residenti. Questo ti concederà una tessera cittadina del fiume bianco che può essere utilizzata come ingrediente per le voci di partenza artigianale. Scegli con attenzione, come ti tiene il tuo biglietto cittadino mentre lavori per completare la tua quest, e ti viene restituito il completamento di successo '.","「それがあなたの生き生きとした死体なら、慈悲を殺すつもりはないのか ? 昔の住民 10 人を休ませることでホワイト川市民になるのを手伝って これにより、ホワイト・リバーの市民カードが付与されます。このカードは、クエスト開始アイテムを作成するための材料として使用できます。 お客様の市民カードは、お客様からのお客様からのお客様からのお客様へのお客様へのお客様のお客様へのお客様の","만약 당신이 만약 당신의 재애니메이션화된 시체였다면, 당신은 머시 킬을 원하지 않을 것입니까? 우리의 노인 10명을 쉬게 하여 백인 강 시민이 되는 것입니다. 이것은 퀘스트 시작 아이템을 만들기 위한 재료로 사용될 수 있는+White River 시민카드를 제공할 것이다. 퀘스트를 완료하기 위해 노력하는 동안 사용자의 시민 카드가 들어 있으므로 신중하게 선택하십시오. 성공적인 완료 시에 사용자에게 리턴됩니다.","Gdyby to był twój reanimowany trup, nie chciałbyś, żeby miłosierdzie zabiło?' Zostań obywatelem Białej Rzeki, pomagając w odpoczywaniu 10 naszych starych mieszkańców. Dzięki temu możliwe będzie użycie karty obywatela + White River, która może być używana jako składnik do elementów uruchamiających quest-quest. Wybierz ostrożnie, jako że Twoja karta obywatelska jest wstrzymana od Ciebie podczas pracy, aby zakończyć swoje zadanie, i to jest zwrócone do Ciebie po pomyślnym zakończeniu.","Se fosse o seu cadáver reanimado, você não gostaria de um matar de misericórdia? Torne-se um cidadão do Rio Branco ajudando a descansar 10 dos nossos velhos moradores. Isso lhe concederá um cartão de cidadão do Rio Branco que pode ser usado como ingrediente para elaborar itens de busca de artesanato. Escolha cuidadosamente, já que seu cartão de cidadão é mantido a partir de você enquanto você trabalha para completar sua busca, e ele é devolvido a você em conclusão bem-sucedida.","Если бы это был твой реанимированный труп, ты бы не хотел пощаде убить? Стать гражданином Белой реки, помогая лечь 10 нашим старикам. Это предоставит вам карточку гражданина 'Белая река', которую можно использовать в качестве ингредиента для производства предметов, начинающих поиск. Выбирай внимательно, так как ваша гражданка удерживается от вас, пока вы работаете, чтобы завершить свои поиски, и он возвращается к вам при успешном завершении '.","Eğer canlandırdığın ceset olsaydı, merhamet etmek istemez misin?' Yaşlı sakinlerimizin 10 'unu dinlendirmeye yardım ederek Beyaz River vatandaşı olun. Bu size bir + White River vatandaşı kartı verecek. Bu kart, görev başlangıç kalemlerinin bir bileşeni olarak kullanılabilir. Görevinizi tamamlamak için çalışırken, vatandaş kartınızın sizi tutması için dikkatli bir şekilde seçin ve başarılı bir şekilde tamamlandığında size geri gönderilir.","如果是你的复动尸体，你不会想安乐死吗 ? 通过帮助其他 10 的老居民，成为一个白河公民。 这将为您提供一个 +White River 市民卡，可用作工种探索 - 启动项目的成分。 请仔细选择，因为您的居民卡是在您工作完成您的任务时持有的，并且在成功完成后会返回给您。","「如果是你的動漫屍體，你不想要一個仁慈的殺戮嗎？ 成為一個白河公民，幫助我們休息 10 個我們的老居民。 這將為您提供一個 +白河市民卡，可作為一種配料，以工藝任務啟動項目。 請謹慎選擇，因為您的公民卡是在您工作的同時完成您的任務，而在成功完成時，它會傳回給您。」","Si fuera tu cadáver reanimado, ¿no querrías que una misericordia matara? Conviértete en un ciudadano del Río Blanco ayudando a descansar a 10 de nuestros viejos residentes. Esto le otorgará una tarjeta de ciudadano + White River que puede ser utilizado como un ingrediente para la búsqueda de objetos de inicio de búsqueda. Escoja cuidadosamente, ya que su tarjeta ciudadana es mantenida de usted mientras trabaja para completar su búsqueda, y se le devuelve a usted en la terminación exitosa."
quest_toc_10z_statement,Quest,Quest Info,,,"Prove your worth by putting to rest 10 fallen citizens.",,"Töte 10 zombies und zeig dass du dein Wort hälst. Anschließend erhälst du eine +White River Mitgliedschaft-Karte und kannst eine Quest starten","Prove o seu valor colocando para descansar 10 cidadãos caídos.","Prouvez votre valeur en mettant à la solde de 10 citoyens tombés.","Dimostrare il tuo valore mettendo a riposo 10 cittadini caduti'.","「 10 人の落下人を休ませることであなたの価値を証明します」","죽은 10명을 쉬게 해서 당신의 가치를 증명해라.","Udowodnij swoją wartość, narażając na siebie 10 poległych obywateli.","Prove o seu valor colocando para descansar 10 cidadãos caídos.","Докажите свою ценность, поставив на отдых 10 павших граждан'.","10 düşmüş vatandaşa katlayarak değerinizi kanıtlayın.","为了证明你的价值，让 10 个被摔倒的市民","向其他 10 個墮落的公民提出你值得的證據","Demostrar tu valía poniendo a descansar a 10 ciudadanos caídos'."
questdialog_toc_10z,Quest,Dialogs,,,"Become WhiteRiver Citizen by Killing 10 Zombies",,"Werde WhiteRiver Citizen von Killing 10 Zombies","Torne-se WhiteRiver Cidadã ao Killing 10 Zombies","Become WhiteRiver Citizen by Killing 10 Zombies","Diventare WhiteRiver Citizen by Killing 10 Zombi","「 10 人のゾンビを殺すことによるホワイトリバー市民への対応」","10 Zombies Killing 10 Zombies by Killing 10 Zombies by Killing 10 Zombies","Zostać WhiteRiver Citizen przez Killing 10 Zombies","Torne-se WhiteRiver Cidadã ao Killing 10 Zombies","Стать гражданином УайтРивер путем убийства 10 зомби","10 Zombi öldürerek WhiteRiver Vatandaşı Ol","成为白河公民，杀了 10 个僵尸","殺死 10 個殭屍的白河公民","Become WhiteRiver Citizen by Killing 10 Zombies"
quest_toc_100z_name,Quest,Quest Info,,,"Prove your worth as a veteran citizen",,"Halte dein Wort","Prove o seu valor como um cidadão veterano","Prouvez votre valeur en tant que citoyen d'expérience","Dimostrare il tuo valore di cittadino veterano","「退役軍人としての価値を証明する」","당신의 가치를 베테랑 시민으로서 증명해라.","Udowodnij swoją wartość jako obywatelka weterana","Prove o seu valor como um cidadão veterano","Докажи свою ценность как гражданина-ветерана","Gazi olarak değerinizi kanıtlayın.","证明你是个老兵","證明你作為退伍軍人的價值","Demuestre su valía como un ciudadano veterano"
quest_toc_100z_subtitle,Quest,Quest Info,,,"Kill 100 zombies and prove your worth as a veteran citizen",,"Töte 100 zombies und halte dein Wort","Kill 100 zombies e prove o seu valor como um cidadão veterano","Tuez 100 zombies et prouverez votre valeur en tant que citoyen d'expérience","Uccidere 100 zombie e dimostrare il tuo valore come cittadino veterano","「 100 のゾンビを殺しってベテラン市民としてあなたの価値を証明する」","좀비 100마리를 죽이고 당신의 노장 시민으로서의 가치를 증명해라.","Zabij 100 zombie i udowodnić swoją wartość jako obywatel weteran","Kill 100 zombies e prove o seu valor como um cidadão veterano","Убить 100 зомби и доказать свою ценность как гражданина-ветерана","100 zombi öldür ve değerli bir vatandaş olarak değerinizi kanıtlayın","杀了 100 个僵尸，证明你是个老兵","殺死 100 個殭屍，證明你的價值是退伍軍人","Matar a 100 zombies y demostrar su valía como un ciudadano veterano"
quest_toc_100z_description,Quest,Quest Info,,,"Prove your worth to the White River settlement by helping to clear the land of 100 zombies.",,"Halte dein Wort gegenüber White River und töte 100 zombies","Prove o seu valor para o assentamento Rio Branco ajudando a limpar a terra de 100 zumbis.","Prouvez votre valeur à la colonie de White River en aidant à déblouer la terre de 100 zombies.","Dimostrare il tuo valore all'insediamento del fiume Bianco aiutando a cancellare la terra di 100 zombie'.","「 100 のゾンビの国をクリアすることでホワイト・リバーの入植地にあなたの価値を証明してください」","좀비 100마리의 땅을 맑게 하는 것을 돕는 것으로 당신의 가치를 백악관의 화해로 증명하라.","Udowodnić swoją wartość do osady White River, pomagając usunąć ziemię 100 zombie.","Prove o seu valor para o assentamento Rio Branco ajudando a limpar a terra de 100 zumbis.","Докажите свою ценность для поселения Белых, помогая очистить землю от 100 зомби'.","100 zombi topraklarının temizlenmesine yardım ederek White River yerleşmesine değin olduğunu kanıtla.","通过帮助清理 100 宗僵尸的土地来证明你对白河结算的价值","通過幫助清除 100 個殭屍的土地，將你的價值證明給白河定居點。","Demuestre su valor a la solución del Río Blanco ayudando a limpiar la tierra de 100 zombies."
quest_toc_100z_offer,Quest,Quest Info,,,"White River settlements has some veteran citizens cards left, to those with an extra qualification. Help to make the settlement safer through ridding the area of 100 zombies, and you can earn one of these highly sought-after veterans cards. This opens the door to allow you to pursue higher quality tools and equipment with the settlement.",,"White River noch veteranen Karten übrig. Hilf die Siedlung sicherer zu machen und töte 100 zombies","Os assentamentos de Rio Branco têm alguns cartões de cidadãos veteranos deixados, para aqueles com uma qualificação extra. Ajude a tornar o assentamento mais seguro através de livramento da área de 100 zumbis, e você pode ganhar um desses cartões de veteranos super-duros. Isso abre a porta para permitir que você busque ferramentas e equipamentos de maior qualidade com o assentamento.","Les règlements de White River ont laissé des cartes de citoyens vétérans à ceux qui ont une qualification supplémentaire. Aidez à rendre le règlement plus sûr en débarrasstant la région de 100 zombies, et vous pouvez gagner une de ces cartes d'anciens combattants très recherchées. Cela ouvre la porte pour vous permettre de poursuivre des outils et de l'équipement de meilleure qualité avec le règlement.","gli insediamenti di White River hanno alcuni veterano cittadini rimasti, a quelli con una qualifica extra. Aiutate a rendere più sicuro l'insediamento attraverso la riofferta l'area di 100 zombie, e potrete guadagnare una di queste schede di veterani altamente notturne. Questo apre la porta per permetterti di perseguire strumenti e attrezzature di qualità superiore con l'insediamento '.","ホワイト・リバーの入植地には、いくつかのベテラン市民カードが残っており、特別な資格を持つ 100 のゾンビの面積を抜けることで決済をより安全にすることができますこれらの高度に質の高い退役軍人のカードの 1 つを得ることができます これにより、お客様は決済により、より高品質のツールと機器を追求できるようになります。","화이트강 정착촌에는 약간의 노련한 시민 카드들이 남아 있으며, 이들은 추가적인 자격을 갖추고 있습니다. 100개의 좀비가 있는 지역을 더 안전하게 정착시키는 데 도움이 되고, 여러분은 이러한 매우 강력한 퇴역 군인 카드 중 하나를 얻을 수 있습니다. 이렇게 하면 결제와 함께 더 높은 품질의 툴과 장비를 추구할 수 있는 문이 열린다.","Osadnictwo w Białej Rzeki ma niektórych weteranów kart obywateli w lewo, do tych, którzy mają dodatkową kwalifikację. Pomóż, aby osada bezpieczniej przez rozdrabnianie obszaru 100 zombie, i można zarobić jeden z tych bardzo sought-po karty weteranów. To otwiera drzwi, aby umożliwić Ci realizację wyższych narzędzi jakości i wyposażenia wraz z rozliczeniem.","Os assentamentos de Rio Branco têm alguns cartões de cidadãos veteranos deixados, para aqueles com uma qualificação extra. Ajude a tornar o assentamento mais seguro através de livramento da área de 100 zumbis, e você pode ganhar um desses cartões de veteranos super-duros. Isso abre a porta para permitir que você busque ferramentas e equipamentos de maior qualidade com o assentamento.","У белых речных поселений есть несколько карт-ветеран, которые оставляют, к тем, у кого есть лишняя квалификация. Помогите с# делать поселение безопаснее, избавитесь от площади 100 зомби, и вы можете заработать одну из этих высоковостребованых ветеранских карт. Это открывает двери для того, чтобы вы могли использовать более качественные инструменты и оборудование с расчетом '.","Beyaz nehir yerleşimleri, ekstra bir niteliğe sahip olanlara, bazı gazi vatandaşlar kartları bırakıyor. 100 zombilerin bulunduğu bölgeyi deşifrelemek yoluyla yerleşimi daha güvenli hale getirmeniz için yardım edin ve bu yüksek sought-aften gaziler kartlarından birini kazanabilirsiniz. Bu, anlaşmayla daha yüksek kaliteli araç ve ekipman takip etmek için kapıyı açar.","White River 定居点拥有一些老牌公民卡，给那些有额外资格的人。 通过把 100 个僵尸的面积消除，帮助解决更安全的问题，你可以赚取其中一个非常守夜的老牌。 这就打开了大门，使您能够采用更高质量的工具和设备来实现解决方案。","白河定居點有一些老人們的名片，給那些有額外資質的人。 幫助解決 100 個殭屍領域的問題，讓解決方案變得更安全，你可以贏得其中一個在退伍軍人牌之後的高收入。 這打開了門，讓您追求更高品質的工具和設備與結算。」","Los asentamientos de los ríos blancos tienen algunas tarjetas de ciudadanos veteranos, a los que tienen una calificación adicional. Ayuda para hacer el asentamiento más seguro a través de la riding el área de 100 zombies, y usted puede ganar una de estas tarjetas de veteranos muy solicitados. Esto abre la puerta para permitirle buscar herramientas y equipos de mayor calidad con el acuerdo '."
quest_toc_100z_statement,Quest,Quest Info,,,"Prove that you are of great worth to the community by killing 100 zombies.",,"Halte dein Wort und töte 100 zombies","Prove que você é de grande valia para a comunidade matando 100 zumbis.","Prouvez que vous êtes d'une grande valeur pour la communauté en tuant 100 zombies.","Dimostrare che sei di grande valore per la comunità uccidendo 100 zombie'.","「 100 のゾンビを殺し、共同体にとって大きな価値があることを証明してください」","좀비 100마리를 죽이면서 공동체에 위대한 가치를 갖고 있다는 것을 증명하라.","Udowodnij, że jesteś bardzo warty dla społeczności zabijając 100 zombie.","Prove que você é de grande valia para a comunidade matando 100 zumbis.","Докажите, что вы очень ценны для общества, убив 100 зомби'.","100 zombileri öldürerek, topluma büyük değer verdiğinizi kanıtlayın.","通过杀死 100 个僵尸来证明你对社会是有价值的","「證明你對社區有很大的價值，殺死 100 個殭屍」。","Demostrar que eres de gran valor para la comunidad matando a 100 zombies."
quest_toc_100z_group,Quest,Quest Info,,,"White River - Tools of Citizenship, become a veteran citizen",,"White River - Werkzeuge der Gemeinschaft - Werde veteran Mitglied","Rio Branco-ferramentas de cidadania, tornar-se um cidadão veterano","White River-outils de citoyenneté, devenir un citoyen d'expérience","White River - strumenti di cittadinanza, diventare un cittadino veterano","市民権の白川 - ツールはベテラン市民になる","시민권의 화이트 강 도구, 베테랑 시민이 되다","Biała Rzeka-narzędzia obywatelskie, zostań obywatelem weteranem","Rio Branco-ferramentas de cidadania, tornar-se um cidadão veterano","Белая река-инструменты гражданства, стать ветеранским гражданином","Beyaz ırmak-vatandaşlık araçları, usta bir vatandaş olun","白河 - 公民身份工具，成为退伍军人","「白河 - 具公民身份的工具，成為退伍軍人」","White River-herramientas de ciudadanía, convertirse en un ciudadano veterano"
questdialog_toc_100z,Quest,Dialogs,,,"Can I manage to kill 100 zombies?",,"Schaffe ich es 100 zombies zu töten?","Posso gerenciar para matar 100 zombies?","Est-ce que je peux tuer 100 zombies?","Posso gestire per uccidere 100 zombie?","「 100 人のゾンビを殺すことはできるのか ? 」","내가 좀비 100개를 죽일 수 있을까?","Czy mogę zarządzać, aby zabić 100 zombie?","Posso gerenciar para matar 100 zombies?","Могу ли я убить 100 зомби?","100 zombi öldürmeyi başarabilir miyim?","我能不能杀掉 100 个僵尸 ?","「我能不能殺了 100 個僵尸？」","¿Puedo lograr matar a 100 zombies?"
quest_toc_1000z_name,Quest,Quest Info,,,"Prove your worth as an elite citizen",,"Halte dein Wort als veteran Mitglied","Prove o seu valor como cidadão de elite","Prouvez votre valeur en tant que citoyen d'élite","Dimostrare il tuo valore come cittadino d'élite","「エリート市民としての価値を証明する」","당신의 가치를 엘리트 시민으로서 증명해라.","Udowodnij swoją wartość jako elitarny obywatel","Prove o seu valor como cidadão de elite","Докажите свою ценность как элитного гражданина","Elit bir vatandaş olarak değerinizi kanıtlayın.","证明你的价值是精英公民","證明你的價值是精英公民","Demuestre su valor como un ciudadano de élite"
quest_toc_1000z_subtitle,Quest,Quest Info,,,"Kill 1000 zombies to become an elite citizen",,"Töte 1000 zombies um elite Mitglied zu werden","Kill 1000 zombies para se tornar um cidadão de elite","Kill 1000 zombies pour devenir un citoyen d'élite","Uccidi 1000 zombie per diventare un cittadino d'élite","「千人のゾンビがエリート市民になる」","1000좀비를 죽여 엘리트 시민이 되는 것이다.","Zabij 1000 zombie, aby stać się elitarnym obywatelem","Kill 1000 zombies para se tornar um cidadão de elite","Убить 1000 зомби, чтобы стать элитным гражданином","1000 zombileri elit bir vatandaş olmak için öldürün","杀死 1000 个僵尸成为一个精英公民","「殺 1000 僵屍，成為菁英公民」","Matar a 1000 zombies para convertirse en un ciudadano de élite"
quest_toc_1000z_description,Quest,Quest Info,,,"Prove your elite status with the White River settlement by exterminating 1000 zombies.",,"Beweise deine Fähigkeit zur elite Mitgliedschaft und töte 1000 zombies","Prove seu status de elite com o assentamento Rio Branco exterminando 1000 zombies.","Provez votre statut d'élite avec le règlement de la rivière White en exterminant 1000 zombies.","Dimostrare il tuo status d'élite con l'insediamento del fiume Bianco sterminando 1000 zombie'.","1000 のゾンビを駆除し、ホワイト・リバー開拓地で精鋭の地位を証明します。","1000개의 좀비를 근절하여 백악관의 엘리트 지위를 화이트 강 정착으로 증명하라.","Udowodnij swoją elitarną statuetkę z osadą White River, eksterminując 1000 zombie'.","Prove seu status de elite com o assentamento Rio Branco exterminando 1000 zombies.","Докажите свой элитный статус поселения Белые реки, уничтожив 1000 зомби'.","1000 zombileri yok ederek Beyaz River yerleşimi ile seçkin durumunuzu kanıtlayın.","通过消灭 1000 个僵尸来证明你的精英地位","通過消滅 1000 個殭屍來證明你的精英地位和白河定居點的關係","Demuestre su estatus de élite con el acuerdo del Río Blanco exterminando a 1000 zombies."
quest_toc_1000z_offer,Quest,Quest Info,,,"White River settlements has few elite citizens cards left. They are being given only to those with outstanding qualifications. Continue your efforts to help to make the settlement safer through exterminating 1000 zombies, and you can earn one of these legendary elite cards. The elite citizen card provides you opportunity to pursue only the best quality tools and equipment with the settlement.",,"White River hat wenige Plätze zur elite Mitgliedschaft übrig. Mach die Siedlung sicherer und töte 1000 zombies. Somit kannst du dir die elite Mitgliedschaft sichern und einen besonderen Status in der Gemeinschaft erarbeiten","Os assentamentos de Rio Branco têm poucos cartões de cidadãos de elite. Estão a ser dadas apenas aos que têm qualificações pendentes. Continue seus esforços para ajudar a tornar o assentamento mais seguro através da exterminação de 1000 zombies, e você pode ganhar um desses cartões de elite lendários. O cartão de cidadão de elite lhe proporciona oportunidade de perseguir apenas as melhores ferramentas e equipamentos de qualidade com o assentamento.","Les colonies de White River ont peu de cartes de citoyens d'élite. Ils ne sont donnés qu'à ceux qui possèdent des qualifications exceptionnelles. Continuez vos efforts pour aider à rendre le règlement plus sûr grâce à l'extermination de 1000 zombies, et vous pouvez gagner une de ces cartes d'élite légendaires. La carte de citoyen d'élite vous donne la possibilité de ne poursuivre que les meilleurs outils et équipements de qualité avec le règlement.","I insediamenti del fiume bianco hanno pochi cittadini d'élite rimasti. Sono conferiti solo a quelli con qualifiche in essere. Continua i tuoi sforzi per aiutare a rendere più sicuro l'insediamento attraverso lo sterminio di 1000 zombie, e potrai guadagnare una di queste leggendarie carte d'élite. La tessera cittadina d'élite ti offre l'opportunità di perseguire solo i migliori strumenti e attrezzature di qualità con l'insediamento '.","「ホワイト川の入植地には、市民カードがほとんど残っていない これらは、優れた資格を持つ者のみに与えられています。 1000 個のゾンビを駆除することで決済をより安全にするための努力を継続し、これらの伝説的なエリート・カードの 1 つを獲得することができます。 エリート・市民カードは、決済によって最高の品質のツールと機器のみを追求する機会を提供します。","화이트강 정착촌에는 소수의 엘리트 시민 카드가 남아 있습니다. 그들은 뛰어난 자질을 갖춘 사람들에게만 주어지고 있다. 1,000개의 좀비를 제거하여 정착을 더 안전하게 할 수 있도록 노력을 계속하고, 여러분은 이러한 전설적인 엘리트 카드 중 하나를 얻을 수 있습니다. 엘리트 시민 카드는 결제와 함께 최상의 품질의 툴과 장비만을 추구할 수 있는 기회를 제공합니다.","Osadnictwo w Białej Rzeki ma kilka elitarnych kart obywateli. Są one nadawane tylko tym, którzy mają wybitne kwalifikacje. Kontynuuj swoje wysiłki, aby pomóc uczynić osadę bezpieczniej poprzez eksterminację 1000 zombie, a można zarobić jedną z tych legendarnych elitarnych kart. Elitarna karta obywatelska daje możliwość realizowania wyłącznie najlepszych jakościowo narzędzi i wyposażenia wraz z rozliczeniem '.","Os assentamentos de Rio Branco têm poucos cartões de cidadãos de elite. Estão a ser dadas apenas aos que têm qualificações pendentes. Continue seus esforços para ajudar a tornar o assentamento mais seguro através da exterminação de 1000 zombies, e você pode ganhar um desses cartões de elite lendários. O cartão de cidadão de elite lhe proporciona oportunidade de perseguir apenas as melhores ferramentas e equipamentos de qualidade com o assentamento.","У белых речных поселений осталось мало элитных карт граждан. Их выдают только тем, кто имеет выдающуюся квалификацию. Продолжай прилагать усилия к тому, чтобы сделать строительство более безопасным путем истребления 1000 зомби, и вы можете заработать один из этих легендарных элитных карт. Элитная карта гражданина предоставляет вам возможность использовать только лучшие качественные инструменты и оборудование с расчетом '.","Beyaz nehir yerleşimlerinde birkaç elit vatandaş kartı kaldı. Bunlar yalnızca üstün niteliklere sahip olanlara verilirler. 1000 zombileri yok etmek yoluyla yerleşimi daha güvenli hale getirmek için çabalarınıza devam edin, ve bu efsanevi elit kartlardan birini kazanabilirsiniz. elite yurttaş kart, anlaşma ile sadece en iyi kalite araç ve ekipmanları takip etme imkanı sağlıyor ' dedi.","白河定居点少了精英公民卡。 他们只获颁授优秀资历的人士。 继续努力，通过消灭 1000 个僵尸来帮助解决更安全的问题，你可以赚到这些传奇的精英牌之一。 精英公民卡为您提供了仅追求最优质的工具和具有解决方案的设备的机会。","白河定居點只剩下少數精英公民卡。 他們只被授予那些具有優異資格的人。 繼續努力，透過消滅 1000 個殭屍，幫助讓結算更安全，你也可以賺取這些傳奇的精英卡之一。 精英公民卡讓您有機會只追求與和解的最佳品質工具和設備。」","Los asentamientos de Río Blanco tienen pocas tarjetas de ciudadanos de élite. Se les está dando solo a aquellos con calificaciones destacadas. Continúe sus esfuerzos para ayudar a hacer el arreglo más seguro a través de exterminar 1000 zombies, y usted puede ganar una de estas tarjetas de élite legendarias. La tarjeta de ciudadano de élite le ofrece la oportunidad de buscar sólo las mejores herramientas y equipos de calidad con el acuerdo '."
quest_toc_1000z_statement,Quest,Quest Info,,,"Stand above the rest as an elite citizen by laying to rest 1000 zombies.",,"Werde zum elite Mitglied und töte 1000 zombies","Fique acima do resto como um cidadão de elite, depondo-se para descansar 1000 zumbis.","Debout le reste en tant que citoyen d'élite en se posant 1000 zombies.","Stand al di sopra del resto come cittadino d'élite gettando a riposo 1000 zombie'.","「千のゾンビを休ませることで、他のエリートとしては、エリート市民としての道を建ってください。」","나머지 1000명의 좀비들을 쉬게 해서 엘리트 시민으로서의 위에 서세요.","Stań nad resztą jako elitarny obywatel, kładając się na odpoczynek 1000 zombie.","Fique acima do resto como um cidadão de elite, depondo-se para descansar 1000 zumbis.","Стоять выше остальных как элитный гражданин, уложив на отдых 1000 зомби'.","1000 zombileri yatırabilmek için rahat bir vatandaş olarak geri kalanların üzerinde dur.","站在其他地方作为一个精英公民，躺着休息 1000 个僵尸 ' 。","以精英公民的身份站在其他地方，以休息 1000 個僵屍。","Stand above the rest as an elite citizen by pont to rest 1000 zombies'."
quest_toc_1000z_group,Quest,Quest Info,,,"White River - Tools of Citizenship, become an elite citizen",,"White River - Werkzeuge der Gemeinschaft - werde elite Mitglied","Rio Branco-ferramentas de cidadania, tornar-se um cidadão de elite","White River-outils de citoyenneté, devenir un citoyen d'élite","White River - strumenti di cittadinanza, diventare un cittadino d'élite","市民権の白川 - 道具はエリート市民になる","시민권의 화이트 강 도구는 엘리트 시민이 된다.","Biała Rzeka-narzędzia obywatelskie, stają się elitarnym obywatelem","Rio Branco-ferramentas de cidadania, tornar-se um cidadão de elite","Белая река-инструменты гражданства, стать элитным гражданином","Beyaz Nehir-vatandaşlık araçları, elit bir vatandaş olun.","白河 - 公民权工具，成为精英公民","「白河 - 具公民身份的工具，成為菁英公民」","Río Blanco-herramientas de ciudadanía, convertirse en un ciudadano de élite"
quest_toc_1000zreward_subtitle,Quest,Quest Info,,,"Obtain your elite citizenship card",,"Erhalte deine elite Mitgliedschaft-Karte","Obter o seu cartão de cidadania de elite","Procurez-vous votre carte de citoyenneté d'élite","Ottenere la tua carta di cittadinanza d'élite","「エリート市民権カードを取得する」","당신의 엘리트 시민권 카드를 획득하십시오.","Zdobyj swoją elitarną kartę obywatelstwa","Obter o seu cartão de cidadania de elite","Получите свою элитную карточку гражданства","elit vatandaşlık kartınızı alın","获得精英公民证","「取得你的精英公民卡」","Obtenga su tarjeta de ciudadanía de élite"
questdialog_toc_1000z,Quest,Dialogs,,,"1,000 zombies? No problem..",,"1.000 zombies? Kein Problem","1.000 zombies? Nenhum problema ..","1000 zombies? Pas de problème ..","1.000 zombie? Nessun problema ..","「一千のゾンビ? 問題ありません。」","좀비 1000마리? 문제는 없다.","1,000 zombie? Brak problemu ..","1.000 zombies? Nenhum problema ..","1000 зомби? Без проблем ...","1000 zombi mi? Sorun yok ..","1000 个僵尸 没有问题。","1000 個殭屍？ 沒問題。。","1,000 zombies? No hay problema .."
questitem_toc_declaration_name,items,Quest - Note,,,"+Declaration of Citizenship",,"+Erklärung der Mitgliedschaft","+ Declaração de cidadania","+ Déclaration de citoyenneté","+ Dichiarazione di cittadinanza","+ 市民権の宣言","+시민권 선언","+ Deklaracja obywatelstwa","+ Declaração de cidadania","+ Декларация о гражданстве","+ vatandaşlık bildirimi","+申报公民身份","+ 宣告公民身份","+ Declaración de ciudadanía"
