Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
vetquestreward_toc_pavlichenko_offer,Quest,Quest Info,,,"Return to the trader to collect your reward of a Pavlichenko rifle trigger group.",,"Zurück zum Trader, um Ihre Belohnung für eine Pavlichenko-Gewehr-Triggergruppe zu sammeln.","Retorne ao comerciante para coletar sua recompensa de um grupo de disparos de fuzil Pavlichenko.","Retour à l'opérateur pour récupérer votre récompense d'un groupe de gâchette de fusil de Pavlitchenko.","Torna al commerciante per raccogliere la tua ricompensa di un gruppo di trigger di fucile Pavlichenko'.","パヴリチェンコ銃の引き金グループの報酬を集めるために、トレーダーに戻ってください","파블리첸코 소총 방아그룹에 대한 보상을 받기 위해 무역업자에게 돌아가라.","Powrót do handlowca, aby odebrać nagrodę grupy spustów karabinów Pavlichenko.","Retorne ao comerciante para coletar sua recompensa de um grupo de disparos de fuzil Pavlichenko.","Вернуться к трейдеру, чтобы собрать вашу награду группы триггерных винтовок Павличенко'.","Bir Pavlichenko tüfek tetiği ödülünüzü toplamak için tacirlere dönün.","回到商人那里收集你对 Pavlichenko 步枪扳机组的奖励","回到交易者收集你的 Pavlichanko 步槍觸發群的獎賞","Regrese al comerciante para recoger su recompensa de un grupo desencadenante de rifle Pavlichenko'."
vetquestreward_toc_pavlichenko_statement,Quest,Quest Info,,,"Return to the trader and receive your Pavlichenko rifle trigger group",,"Zurück zum Händler und erhalten Sie Ihre Pavlichenko-Gewehr-Trigger-Gruppe","Retorne ao comerciante e receba seu grupo de disparos de fuzil Pavlichenko","Retour à l'opérateur et recevez votre groupe de déclencheurs de carabine de Pavlitchenko","Torna al commerciante e ricevi il tuo gruppo di trigger di fucile Pavlichenko","トレーダーに戻って Pavlichenko ライフル・トリガー・グループを受け取り","트레이더에게 돌아가서 Pavlichenko 소총 트리거 그룹을 받습니다.","Powrót do handlowca i otrzymać twój Pavlichenko rifle spust grupy","Retorne ao comerciante e receba seu grupo de disparos de fuzil Pavlichenko","Вернуться к трейдеру и получить вашу винтовку Павличенко","Tüccar 'a geri dön ve Pavlichenko tüfek tetiği al.","回到商人那里接收你的 Pavlichenko 步枪扳机组","返回貿易商，收到您的 Pavlichenko 步槍觸發組","Regrese al comerciante y reciba su grupo de disparo de rifle Pavlichenko"
vetquestrewarddialog_toc_pavlichenko,Quest,Dialogs,,,"Return to the trader to obtain your Pavlichenko's trigger group",,"Zurück zum Trader, um Ihre Pavlichenkos Triggergruppe zu erhalten","Retorne ao comerciante para obter o seu grupo de disparos de Pavlichenko","Retour à l'opérateur pour obtenir le groupe de déclenchement de votre Pavlitchenko","Torna al commerciante per ottenere il tuo gruppo di innesco di Pavlichenko","「 Pavlichenkoのトリガー・グループを取得するために、トレーダーに戻ってください」","Pavlichenko의 트리거 그룹을 확보하기 위해 트레이더에게 돌아가십시오.","Powrót do handlowca w celu uzyskania grupy spustowej Pavlichenko","Retorne ao comerciante para obter o seu grupo de disparos de Pavlichenko","Вернуться к трейдеру, чтобы получить группу триггеров Павличенко","Pavlichenko 'nun tetikçi grubunu elde etmek için tacirlere geri dönün.","返回交易商以获取 Pavlichenko 的触发器组","回到商人去得到你的 Pavlichenko 的觸發群","Volver al comerciante para obtener el grupo desencadenante de su Pavlichenko"
vetquest_toc_pav_barrel_name,Quest,Quest Info,,,"Quest to obtain a Pavlichenko rifle barrel",,"Suche nach einem Pavlichenko-Gewehrfass","Quest para obter um barril de fuzil Pavlichenko","Quête d'obtenir un canon de la carabine de Pavlitchenko","Quest per ottenere un barile di fucile Pavlichenko","「パヴリチェンコ銃を入手するためのクエスト」","Pavlichenko 소총을 획득하기 위한 퀘스트","Quest, aby uzyskać lufa karabinu Pavlichenko","Quest para obter um barril de fuzil Pavlichenko","Квест, чтобы получить ствол винтовки' Павличенко","Bir Pavlichenko tüfek namlusu elde etmek için görev","获得 Pavlichenko 步枪枪管","尋求 Pavlichanko 步槍槍管","Quest para obtener un cañón de rifle Pavlichenko"
vetquest_toc_pav_barrel_subtitle,Quest,Quest Info,,,"Obtain a Pavlichenko Rifle Barrel by exploring to the map location",,"Ein Pavlichenko-Gewehr Barrel durch Erkundung zum Kartenstandort erhalten","Obter a Pavlichenko Rifle Barril explorando para o local do mapa","Obtenir un Barrel de la carabine de Pavlitchenko en explorées à l'emplacement de la carte","Ottenere un Pavlichenko Rifle Barrel esplorando la posizione della mappa","地図の場所を探索することにより、 Pavlichenko Rifle Barrel を取得する","지도 위치를 탐색하여 Pavlichenko Rifle Barrel을 얻습니다.","Zdobyj Pavlichenko Rifle Barrel przez odkrycie na mapie lokalizacji","Obter a Pavlichenko Rifle Barril explorando para o local do mapa","Получить ствол винтовки Павличенко, исследуя местоположение карты","Pavlichenko Tüfek Namlusu Elde Edin ve harita yerini keşfederek","通过探索地图位置获得 Pavlichenko 步枪枪管","通過探索地圖位置獲取 Pavlichanko 步槍 Barrel","Obtener un cañón de rifle Pavlichenko explorando la ubicación del mapa"
vetquest_toc_pav_barrel_description,Quest,Quest Info,,,"Go dig up the chest at the spot marked on the map, in hopes of finding a Pavlichenko marksman barrel.",,"Graben Sie die Brust an der Stelle, die auf der Karte markiert ist, in der Hoffnung, ein Pavlichenko-Schützenfass zu finden.","Vá desenterrar o peito no local marcado no mapa, na esperança de encontrar um barril de marksman Pavlichenko.","Va creuser la poitrine à l'endroit marqué sur la carte, dans l'espoir de trouver un baril de tireur de Pavlitchenko.","Vai a scavare il petto in loco segnato sulla mappa, nella speranza di trovare un barile di marcatori Pavlichenko'.","「パヴリチェンコ射撃場を見つけるという希望で、地図上にマークされた場所で胸を掘り出していきます」","가서 지도에 표시된 지점에서 파블리첸코 마크 스맨 배럴을 찾을 수 있기를 바랍니다.","Idź wykopać klatkę piersiową na miejscu naznaczonym na mapie, w nadziei na znalezienie lufy strzelnicy Pavlichenko.","Vá desenterrar o peito no local marcado no mapa, na esperança de encontrar um barril de marksman Pavlichenko.","Пойди выкопай грудь на месте, отмеченной на карте, в надежде найти марксман Павличенко'.","Git, bir Pavlichenko namlusu bulma umuduyla, haritaya işaretlenen yerde göğü kazın.","在地图上标出的地方去挖胸部，希望找到帕夫利琴科的射手桶。","在地圖上標示出胸部的胸部，希望能找到帕夫利琴科射手的桶。","Vamos a cavar el pecho en el lugar marcado en el mapa, con la esperanza de encontrar un barril de marksman Pavlichenko'."
vetquest_toc_pav_barrel_offer,Quest,Quest Info,,,"It is rumored that there is a cache of Pavlichenko rifle barrels buried in a chest. You are given a treasure map with a spot marked on it. Go dig it up, and see what you can find!",,"Es wird gerügt, dass es einen Cache von Pavlichenko-Gewehrfässern gibt, die in einer Brust begraben sind. Sie erhalten eine Schatzkarte mit einem Punkt, der auf ihr markiert ist. Gehen Sie nach oben, und sehen Sie, was Sie finden!","É rumoroso que haja um cache de barris de fuzil Pavlichenko enterrados em um peito. Você recebe um mapa do tesouro com uma mancha marcada sobre ela. Vá desenterrando, e veja o que você pode encontrar!","On peut dire qu'il y a une cache de canons de carabiniers de Pavlitchenko enfouis dans une poitrine. On vous donne une carte du trésor avec une tache marquée sur elle. Va fouiller, et voir ce que tu peux trouver !","Si vocifera che ci sia una cache di barili di fucile Pavlichenko sepolti in un petto. Ti viene fornita una mappa del tesoro con uno spot marcato su di esso. Vai a scavare, e vedi cosa riesci a trovare! '.","同紙は、「パヴリチェンコ銃の貯蔵庫が、胸に埋められているとのうわさが流れている。 あなたには宝物地図が与えられ、そこに印が付いている。 さあ、掘ってみろ、何を見つけられるか見てみろ ! 」","가슴에 묻은 파블리첸코 소총의 캐시가 있다는 소문이 나돈다. 당신은 그 위에 표시된 지점을 가지고 있는 보물 지도를 받았다. 가서 찾아서 찾을 수 있는 걸 보세요 !","Покришет, że jestem cache Павлленко karabin, pochowany w klatka. Dostajesz mapę skarbów z naznaczonym na nią miejscu. Idź kopać go i zobacz, co znajdziesz!","É rumoroso que haja um cache de barris de fuzil Pavlichenko enterrados em um peito. Você recebe um mapa do tesouro com uma mancha marcada sobre ela. Vá desenterrando, e veja o que você pode encontrar!","По слухам, есть тайник из винтовки' Павличенко ', закопанный в грудь. Вам дана карта сокровищ с пометкой на ней. Пойди выкопай, и погляди, что ты можешь найти!","Bir sandığa gömülü Pavlichenko tüfek varillerinin önbelleğinin olduğu söylenmektedir. Üzerinde işaretlenen bir yer olan bir hazine haritası var. Git de araştır ve ne bulabileceğini gör!","有传言说，有一个巴甫利琴科步枪桶被埋在一个胸部。 你被赋予了一个宝藏地图上面有一个地方 去挖吧，看看你能找到什么 !","有傳言說，有一個被埋在一個箱子裡的帕夫利琴科步槍桶的快取記憶體。 你被賦予了一個藏寶圖，在它的位置上標記了一個位置。 去把它挖出來，看看你能找到什麼！」","Se rumorea que hay un cache de barriles de rifle Pavlichenko enterrados en un pecho. Se le da un mapa del tesoro con un lugar marcado en él. ¡Vamos a cavarlo, y ver lo que se puede encontrar!"
vetquest_toc_pav_barrel_statement,Quest,Quest Info,,,"Explore and dig up the treasure chest in hopes of finding a Pavlichenko rifle barrel",,"Erkunden und graben die Schatzkiste in der Hoffnung, ein Pavlichenko Gewehrfass zu finden","Explore e desenhe o baú do tesouro na esperança de encontrar um barril de fuzil Pavlichenko","Explorez et creuset le coffre au trésor dans l'espoir de trouver un canon de la carabine de Pavlitchenko","Esplorare e scavare il petto del tesoro nella speranza di trovare un barile di fucile Pavlichenko","「パヴリチェンコ銃を見つけるという希望で、宝物の胸を探索して掘りだす」","파블리첸코 보총을 찾을 수 있기를 바라는 마음으로 보물 상자를 탐색하고 발굴하십시오.","Odkryj i wykopuj skrzynię skarbów w nadziei na znalezienie lufy karabinu Pavlichenko","Explore e desenhe o baú do tesouro na esperança de encontrar um barril de fuzil Pavlichenko","Исследуйте и выкопайте сундук с сокровищами в надежде найти винтовку Павличенко","Bir Pavlichenko tüfek namlusu bulmak umuduyla hazine sandığını araştır ve kazıp.","探索和挖掘宝箱，希望找到一个 Pavlichenko 步枪枪管","探索和挖掘寶庫，希望能找到 Pavlicenko 來福槍筒","Explorar y excavar el cofre del tesoro con la esperanza de encontrar un cañón del rifle Pavlichenko"
vetquestdialog_toc_pav_barrel,Quest,Dialogs,,,"Obtain Pavlichenko's Barrel by digging up the treasure marked on the map",,"Holen Sie Pavlichenkos Barrel, indem Sie den auf der Karte markierten Schatz graben","Obter o Barril Pavlichenko desenterrando o tesouro marcado no mapa","Obtenir le Barrel de Pavlitchenko en creuset le trésor marqué sur la carte","Ottenere il barile di Pavlichenko scavando il tesoro segnato sulla mappa","地図に記された宝物を掘り上げて ' ' パヴリチェンコのバレルを取得","지도에 표시된 보물을 발굴하여 파블리첸코의 바렐을 얻으십시오.","Uzyskaj Barrel Pavlichenko przekopując skarb oznaczony na mapie","Obter o Barril Pavlichenko desenterrando o tesouro marcado no mapa","Получите баррель Павличенко, выкапывая сокровища, помеченные на карте","Haritadaki hazineyi kazarak Pavlichenko 'nun Barrel 'i elde edin.","通过挖掘地图上的宝藏来获取 Pavlichenko的 Barrel","通過挖掘地圖上標記的寶藏獲得帕夫利琴科的巴雷爾","Obtener el Barrel de Pavlichenko cavando el tesoro marcado en el mapa"
vetquest_toc_pav_barrelmap_name,Quest,Quest Info,,,"Dig up Pavlichenko Rifle Barrel",,"Graben Pavlichenko Rifle Barrel","Dig up Pavlichenko Rifle Barril","Dig up Pavlichenko Rifle Barrel","Dig up Pavlichenko Rifle Barrel","小銃を構成 ' 小銃の上に移動","Pavlichenko Rifle Barrel","Dig Pavlichenko Rifle Barrel","Dig up Pavlichenko Rifle Barril","Копать винтовку Павличенко","Pavlichenko Tüfek Namlusu 'nu kazın","挖帕夫利琴科步枪枪管","上了帕夫利琴理科 - 巴雷爾的歌","Cavar el cañón del rifle Pavlichenko"
vetquest_toc_pav_barrelmap_subtitle,Quest,Quest Info,,,"Locate Pavlichenko rifle barrel",,"Lokalisieren Pavlichenko Gewehrfass","Localizar o cano de fuzil Pavlichenko","Localiser le canon du fusil Pavlitchenko","Locate Pavlichenko fucile barrel","Pavlichenko 銃 ' を見つける","파블리첸코 보총 배럴 찾기","Znajdź beczkę karabinu Pavlichenko","Localizar o cano de fuzil Pavlichenko","Найти винтовку' Павличенко","Pavlichenko tüfek namlunun yerini bulun","找到帕夫利琴科步枪枪管","找到帕夫利琴科步槍筒","Localizar el cañón del rifle Pavlichenko"
vetquest_toc_pav_barrelmap_description,Quest,Quest Info,,,"A map leading to a marksman quality barrel by Pavlichenko.",,"Eine Karte, die von Pavlichenko zu einem marksmanischen Qualitätsfass führt.","Um mapa que leva a um barril de qualidade de marksman por Pavlichenko.","Une carte conduisant à un baril de qualité de l'homme de marché par Pavlitchenko.","Una mappa che conduce a un barile di qualità di marksman by Pavlichenko'.","「パヴリチェンコによるマークスマン品質のバレルにつながる地図」。","지도는 파블리첸코에 의해 명당의 품질을 향상시킨다.","Mapa wiodąca do beczki z markerą Pawlichenko.","Um mapa que leva a um barril de qualidade de marksman por Pavlichenko.","Карта, ведущая к качественному бочку марксмана Павличенко'.","Pavlichenko tarafından bir marksman kalite fıçısına giden bir harita.","帕夫利琴科到射手质量桶的地图","帕夫利琴科的地圖，導致了一個射手質量的槍管","Un mapa que conduce a un barril de calidad de tirador por Pavlichenko'."
vetquest_toc_pav_barrelmap_offer,Quest,Quest Info,,,"Follow the pointers to dig up a treasure chest containing a Pavlichenko marksman barrel.",,"Folgen Sie den Zeigern, um eine Schatzkiste zu graben, die ein Pavlichenko-Schützenfass enthält.","Siga os ponteiros para desenterrar um baú de tesouros contendo um barril de marksman Pavlichenko.","Suivez les pointeurs pour creuser un coffre à trésors contenant un baril de tireur de Pavlitchenko.","Segui i puntini per scavare un petto di tesoro contenente un barattolo di marcatori Pavlichenko'.","Pavlichenko マークスマン・バレルを含む宝物の胸を掘るためのポインタに従ってください。","Pavlichenko 사수용 통이 들어 있는 보물상자를 캐기 위해 포인터를 따라가라.","Podążaj za malarzami, aby wykopać skrzynię skarbów zawierającą beczkę z markmanem Pavlichenko.","Siga os ponteiros para desenterrar um baú de tesouros contendo um barril de marksman Pavlichenko.","Следите за указателями, чтобы выкопать сундук с сокровищами, содержащий марксман Павличенко'.","Kışları takip et, Pavlichenko nişantaşı namlusu içeren bir hazine sandığı bulmak için.","跟着指针去挖一个包含帕夫利琴科射手桶的宝箱","「跟著指標去挖掘一個包含帕夫利琴科射手筒的藏寶箱。」","Sigue los punteros para cavar un cofre del tesoro que contiene un barril de marksman de Pavlichenko'."
