Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
vehicleAmeliaGyroCopterChassis,items,Item,,,"Amelia Earhart Gyrocopter Chassis",,"Fahrgestell für Amelias Tragschrauber","Amelia Earhart gyrocopter chassis","Boîtier gyrocopter Amelia Earhart","Amelia Earhart gyrocopter chassis","アメリア・イアハート・ジャイロコプター・シャシー","Amelia Earhart gyrocopter 섀시","Amelia Earhart gyrocopter podwozia","Amelia Earhart gyrocopter chassis","Амелия Эрхарт гирокоптер шасси","Amelia Earhart gyrocopter şasisi","Amelia Earhart 陀螺仪机箱","阿米莉亞 - 埃爾哈特旋轉底盤","Amelia Earhart gyrocopter chassis"
vehicleAmeliaGyroCopterChassisDesc,items,Item,,,"An ingredient in building Amelia Earharts gyrocopter.",,"Ein Bauteil für Amelias Tragschrauber","Um ingrediente na construção do girocopter de Amelia Earhart.","An ingrédient in building Amelia Earharts gyrocopter'.","Un ingrediente nella costruzione del girocopio di Amelia Earharts.","「アメリア・アーハートのジャイロコプターを作るための材料だよ」","아멜리아 에어하트의 자이로콥터를 만들기 위한 재료","Składnik w budowaniu Amelii Earharts gyrocopter.","Um ingrediente na construção do girocopter de Amelia Earhart.","Ингредиент в здании гирокоптера Амелии Эрхарт'.","Amelia Earhart 'ın jirocopter 'ı inşa etmek için bir malzeme.","建筑阿米莉亚 - 埃尔哈特的陀螺仪中的一个成分","在 Amelia Earhart 的迴轉儀建造中的一種成分","Un ingrediente en la construcción del girocopter de Amelia Earharts."
vehicleAmeliaGyroCopterAccessories,items,Item,,,"Amelia Earhart Gyrocopter Accessories",,"Accessories für Amelias Tragschrauber","Amelia Earhart gyrocopter acessórios","Accessoires de gyrocopter Amelia Earhart","Amelia Earhart icrocopter accessori","「アメリア・イアハート・ジャイロコプターアクセサリー」","아멜리아 에어하트 자이로콥터 액세서리","Amelia Earhart gyrocopter akcesoria","Amelia Earhart gyrocopter acessórios","Амелия Эрхарт гироскоп аксессуары","Amelia Earhart gyrocopter aksesuarları","Amelia Earhart 陀螺仪配件","阿米莉亞 - 埃爾哈特陀螺儀配件","Amelia Earhart gyrocopter accesorios"
vehicleAmeliaGyroCopterAccessoriesDesc,items,Item,,,"An ingredient in building Amelia Earharts gyrocopter.",,"Ein Bauteil für Amelias Tragschrauber","Um ingrediente na construção do girocopter de Amelia Earhart.","An ingrédient in building Amelia Earharts gyrocopter'.","Un ingrediente nella costruzione del girocopio di Amelia Earharts.","「アメリア・アーハートのジャイロコプターを作るための材料だよ」","아멜리아 에어하트의 자이로콥터를 만들기 위한 재료","Składnik w budowaniu Amelii Earharts gyrocopter.","Um ingrediente na construção do girocopter de Amelia Earhart.","Ингредиент в здании гирокоптера Амелии Эрхарт'.","Amelia Earhart 'ın jirocopter 'ı inşa etmek için bir malzeme.","建筑阿米莉亚 - 埃尔哈特的陀螺仪中的一个成分","在 Amelia Earhart 的迴轉儀建造中的一種成分","Un ingrediente en la construcción del girocopter de Amelia Earharts."
quest_toc_amelia_group,Quest,Quest Info,,,"White River - Tools of Citizenship, quest for Amelia Earharts gyrocopter",,"White River - Werkzeuge der Gemeinschaft - quest für Amelias Tragschrauber","Rio Branco-ferramentas de cidadania, busca do girocopter de Amelia Earhart","White River-tools of citoyenneté, quest for Amelia Earharts gyrocopter","White River - strumenti di cittadinanza, quest per il girocopio di Amelia Earhart","ホワイト・リバー - 市民権のツール - アメリア・イアハートのジャイロコプター' を","시민권의 화이트 강 도구, 아멜리아 에어하트의 자이로콥터에 대한 탐구","Biała Rzeka-narzędzia obywatelskie, poszukiwanie Amelii Earharts gyrocopter","Rio Branco-ferramentas de cidadania, busca do girocopter de Amelia Earhart","Белая река-инструменты гражданства, квест для гироскопа Амелии Эрхарт","White River-tools of vatandaşlık, Amelia Earhart 'ın jirocopter 'ı arayış.","白河 - 公民身份工具，寻找艾米利亚 - 埃尔哈特的陀螺仪","白河 - 公民身份的工具，尋找艾米利亞 - 埃爾哈特的旋翼機","White River-tools of citizenship, quest for Amelia Earharts gyrocopter"
questitem_toc_amelia1_name,items,Quest - Note,,,"+Amelias Gyrocopter",,"+Amelias Tragschrauber","+ girocopter de Amelia","+ gyrocopter d'Amelia","+ il gineccopio di Amelia","+アメリアのジャイロコプター","+아멜리아의 자이로콥터","+ Amelias gyrocopter","+ girocopter de Amelia","Гирокоптер Амелия","+ Amelia 'nın jinekkopisi","+Amelia的陀螺仪","+阿米莉亞的旋翼機","+ El girocopter de Amelia"
questitem_toc_amelia1_desc,items,Quest - Note,,,"This note contains a rumor that the local trader has a map to Amelia Earhart’s grave. Follow the clues to uncover the truth of what happened to Amelia and learn how to help complete her life's secret work.",,"Dieser Zettel enthält ein Gerücht dass der lokale Händler eine Karte für Amelias Tragschrauber besitzt. Gehe dem Gerücht nach und decke die Sache auf was mit Amelia geschah und führe das Werk ihres Lebens zu Ende","Esta nota contém um rumor de que o comerciante local tem um mapa para a sepultura de Amelia Earhart. Siga as pistas para descobrir a verdade do que aconteceu com Amelia e aprenda como ajudar a completar o trabalho secreto de sua vida '.","Cette note contient une rumeur selon laquelle le commerçant local a une carte de la tombe d'Amelia Earhart. Suivez les indices pour découvrir la vérité sur ce qui est arrivé à Amelia et apprenons comment aider à compléter le travail secret de sa vie.","Questa nota contiene una voce che il commerciante locale ha una mappa della tomba di Amelia Earhart. Segui gli indizi per scoprire la verità di quello che è successo ad Amelia e imparare a completare il lavoro segreto della sua vita '.","「このメモには、地元のトレーダーがアメリア・イアハートの墓に地図を持っているという噂がある。 手掛かりは、アメリアに起こったことの真実を明らかにし、彼女の人生の秘密の仕事を完成させる方法を学ぶことです。」","이 쪽지에는 현지 무역업자가 아멜리아 에어하트의 무덤에 대한 지도가 있다는 소문이 있습니다. 아멜리아에게 일어난 일의 진실을 밝히고, 그녀의 일생의 비밀스러운 일을 완성하는 법을 배우는 단서를 찾아 보세요.","Ta notatka zawiera plotkę, że lokalny przedsiębiorca ma mapę do grobu Amelii Earhart. Postępuj zgodnie z wskazami, aby odkrywać prawdę o tym, co stało się Amelii i dowiedzieć się, jak pomóc zakończyć jej życie w tajemnicy pracy.","Esta nota contém um rumor de que o comerciante local tem um mapa para a sepultura de Amelia Earhart. Siga as pistas para descobrir a verdade do que aconteceu com Amelia e aprenda como ajudar a completar o trabalho secreto de sua vida '.","В этой записке содержится слух, что у местного трейдера есть карта могилы Амелии Эрхарт. Следуй за уликами, чтобы скрыть правду о том, что случилось с Амелией, и узнать, как помочь завершить секретную работу ее жизни '.","Bu notta yerel tüccarın Amelia Earhart 'ın mezarına ait bir haritası olduğu söylentisi var. Amelia 'ya ne olduğunu ortaya çıkarmak ve hayatının gizli işlerini nasıl tamamlayacağını öğrenmek için ipuçlarını takip edin.","本说明包含一个谣言，即当地交易员有一张 Amelia Earhart 的墓地地图。 遵循这些线索，揭开阿米莉亚发生的事情的真相，并学习如何帮助完成她的人生秘密工作。","這張紙條包含了一個謠言，即當地商人有一張地圖給 Amelia Earhart 的墳墓。 跟著線索去發掘阿米莉亞的遭遇真相，學習如何幫助完成她一生的秘密工作。」","Esta nota contiene un rumor de que el comerciante local tiene un mapa para la tumba de Amelia Earhart. Siga las pistas para descubrir la verdad de lo que pasó con Amelia y aprender a ayudar a completar el trabajo secreto de su vida '."
quest_toc_amelia1_name,Quest,Quest Info,,,"The map to Amelias coffin",,"Karte zu Amelias Grab","O mapa para o caixão de Amelia","La carte du cercueil d'Amelia","La mappa alla bara di Amelia","アメリアの棺への地図","아멜리아의 관으로 가는 지도","Mapa do trumny Amelii","O mapa para o caixão de Amelia","Карта с гробом Амелии","Amelia 'nın tabutuna harita","艾米莉亚的棺材地图","地圖到艾米利亞的棺材","El mapa del ataúd de Amelia"
quest_toc_amelia1_subtitle,Quest,Quest Info,,,"Collect 5,000 Dukes",,"Sammle 5000 Dukes","Coletar 5.000 Duques","Collecter 5 000 ducs","Raccogli 5.000 Duchi","5,000 デュークスを収集","5,000개의 Dukes 수집","Zebrać 5000 Dukes","Coletar 5.000 Duques","Собрать 5 тысяч герцогов","5,000 Dukes Topla","收集 5000 Dukes","收集 5000 個杜克斯","Recoger 5.000 Duques"
quest_toc_amelia1_description,Quest,Quest Info,,,"Collect 5,000 Dukes, then go to the trader and purchase the map to lead you to the location Amelia Earhart is buried.",,"Sammle 5000 Dukes und kaufe die Karte die zu Amelias Absturzstelle führen soll","Recolher 5.000 Duques, depois ir ao comerciante e comprar o mapa para conduzi-lo à localização Amelia Earhart está enterrada.","Collectez 5 000 ducs, puis allez à l'opérateur et achetez la carte pour vous conduire à l'endroit Amelia Earhart est enterré.","Raccogli 5.000 Duchi, poi vai al commerciante e acquista la mappa per condurti alla location Amelia Earhart è sepolta'.","「 5,000 人のデュークスを集め、トレーダーに行って地図を購入し、アメリア・イアハートが埋葬される場所にあなたを導く」。","5000대의 공작을 수집한 후, 상인에게 가서 지도를 구입하여 아멜리아 에어하트의 위치로 안내하십시오.","Zebrać 5000 Dukes, a następnie udać się do handlowca i kupić mapę, aby doprowadzić cię do lokalizacji Amelia Earhart jest pogrzebany.","Recolher 5.000 Duques, depois ir ao comerciante e comprar o mapa para conduzi-lo à localização Amelia Earhart está enterrada.","Собирай 5 тысяч герцогов, потом иди к торговцу и купи карту, чтобы привести тебя в место, где похоронена Амелия Эрхарт'.","5,000 Dukes topla, sonra tacirine git ve seni Amelia Earhart 'ın gömüldüğü yere götürmen için haritayı satın al.","收集 5000 Dukes，然后前往交易者，购买地图，带领您前往 Amelia Earhart 所在的位置。","收集 5000 個 Dukes，然後去買賣人，購買地圖，帶你到艾米麗亞 - 埃爾哈特的埋葬地點。","Recoger 5.000 duques, luego ir al comerciante y comprar el mapa para llevarte a la ubicación Amelia Earhart está enterrado'."
quest_toc_amelia1_offer,Quest,Quest Info,,,"The trader previously mentioned to you that another survivor sold them a map that supposedly has the location where Amelia Earhart was buried. At the time, you had scoffed at this suggestion as the common belief is her plane went down over water. But then you had recalled that there was one theory that suggested she may have landed on an island. The trader mentioned to you that they would sell you the map for 5,000 Dukes. \n\nCollect 5,000 Dukes and return to the trader.",,"Der Händler behauptet dass ihm jmd eine Karte verkauft hat die zur Absturzstelle führen soll. Für 5000 Dukes überlasst er dir die Karte wenngleich ungewissen Ausgangs ob die Karte nicht doch nur ein einfaches Stück Papier ist","O comerciante mencionou anteriormente a você que outro sobrevivente lhes vendeu um mapa que supostamente tem o local onde Amelia Earhart foi enterrada. Na época, você tinha o furo dessa sugestão como a crença comum é o avião dela ter caído sobre a água. Mas então você tinha recordado que havia uma teoria que sugeria que ela pode ter desembarcado em uma ilha. O comerciante mencionou a você que lhe venderiam o mapa por 5.000 Duques. \n \nColeta 5.000 Duques e retorne para o comerciante.","Le trader qui vous a déjà mentionné qu'un autre survivant leur a vendu une carte qui aurait l'endroit où Amelia Earhart a été enterie. À l'époque, vous avez fait le cercueil de cette suggestion parce que la croyance commune est que son avion s'est abattu au-dessus de l'eau. Mais vous avez rappelé qu'il y avait une théorie selon laquelle elle aurait pu atterrir sur une île. Le trader vous a dit qu'ils vous vendraient la carte pour 5000 Dukes. \n \nCollect 5.000 Dukes et revenez à l'opérateur.","Il commerciante in precedenza vi ha accennato che un altro sopravvissuto ha venduto loro una mappa che presumibilmente ha la location dove è stata sepolta Amelia Earhart. All'epoca, lei si era scocchiata su questo suggerimento dato che la credenza comune è il suo aereo sceso sull'acqua. Ma poi lei aveva ricordato che c'era una teoria che suggerì di essere atterrato su un'isola. Il commerciante vi ha accennato che vi venderebbero la mappa per 5.000 Duchi. \n \nCollezione 5.000 Duchi e ritorno al commerciante '.","「前述のトレーダーは、アメリア・イアハートが埋葬された場所があると思われる地図を、別のサバイバーが売っていたと言っていた」と語った。 当時、この提案には、彼女の飛行機が水の上に落ちたという共通の考えがあるので、あなたはこの提案をしたことがあった。 しかし、島に上陸した可能性があるという説が一つあることを思い出していた。 このトレーダーはあなたに 5,000 デュークスの地図を売ろうとしてると言った &#xa5 ; n\n5000 デュークスを回収して、トレーダーに戻ってください。」","한 생존자가 아멜리아 에어하트가 매장된 위치를 가지고 있다는 것을 보여주는 지도에 또 다른 생존자가 있다고 이전에 언급했던 상인입니다. 그 당시, 당신은 이 제안을 비웃었습니다. 그 흔한 믿음이 그녀의 비행기가 물 위로 추락했다는 것입니다. 하지만 당신은 그녀가 섬에 상륙했을지도 모른다는 하나의 이론이 있었다는 것을 상기시켰습니다. 그 무역업자는 당신에게 5,000대의 Dukes에 대한 지도를 판매할 것이라고 말했다. '듀크 5000대를 수집하고 트레이더에게 리턴합니다.","Handlowiec wcześniej wspominał, że inny ocalały sprzedał im mapę, która rzekomo ma miejsce, w którym pochowano Amelię Earhart. W tym czasie, miałeś przestraszony tą sugestią, ponieważ powszechne przekonanie jest, że jej samolot zszedł na dół nad wodą. Ale potem przypomniałeś sobie, że była jedna teoria, która zasugerowała, że mogła wylądować na wyspie. Przedsiębiorca wspomniał, że sprzedają ci mapę na 5000 Dukesa. \n \nZbierz 5000 Dukes i wróć do handlowca.","O comerciante mencionou anteriormente a você que outro sobrevivente lhes vendeu um mapa que supostamente tem o local onde Amelia Earhart foi enterrada. Na época, você tinha o furo dessa sugestão como a crença comum é o avião dela ter caído sobre a água. Mas então você tinha recordado que havia uma teoria que sugeria que ela pode ter desembarcado em uma ilha. O comerciante mencionou a você que lhe venderiam o mapa por 5.000 Duques. \n \nColeta 5.000 Duques e retorne para o comerciante.","Торговец ранее говорил вам, что другой выживший продал им карту, которая якобы имеет место, где была похоронена Амелия Эрхарт. В то время вы сковали на это предположение, так как общая вера-ее самолёт упал над водой. Но потом вы вспомнили, что есть одна теория, которая предположила, что она могла приземлиться на острове. Трейдер сказал вам, что они продаст вам карту на 5000 герцогов. \n \nСоберите 5000 Dukes и вернитесь к трейдеру.","tüccar daha önce, başka bir survivor ' ın onlara, Amelia Earhart 'ın gömüldüğü yeri olduğu söylenen bir harita sattığını söylemişti. O zamanlar, bu öneriye ortak inancın, onun uçağı suyun üzerinden indiği için bu öneriyi sundun. Ama sonra bir adaya inmiş olabileceğini öne süren bir teorinin olduğunu hatırlattın. Tüccar sana 5000 Dukes haritasını satacaklarını söyledi. \n \n5.000 Dukes Topla ve satıcıya geri dönün.","该交易员此前曾向你提及，另一名幸存者向他们出售了一张地图，据称有 Amelia Earhart 被埋葬的地点。 当时，你在这个建议中被嘲笑，因为共同的信念是她的飞机被水倒了。 但你却记得，有一种理论认为她可能登上了一座岛屿。 这个交易员跟你说，他们会卖给你 5000 杜克斯的地图。 \n\n 收集 5000 Dukes 并返回给交易者。","之前那個交易員跟你說，另一個生還者賣給他們一張地圖，據說有 Amelia Earhart 被埋的地點。 當時，你對這個建議嗤笑，因為共同的信念是她的飛機在水面上下過水。 但當時你記得有一個理論認為她可能登陸了一個島嶼 那個商人跟你說過他們會把地圖賣給你 5000 杜克斯的 \n\nCollect 5，000 Dukes and return to the trader.","El comerciante anteriormente le mencionó que otro sobreviviente les vendió un mapa que supuestamente tiene la ubicación donde Amelia Earhart fue enterrada. En ese momento, usted se había burlado de esta sugerencia, ya que la creencia común es que su avión cayó sobre el agua. Pero entonces usted había recordado que había una teoría que sugería que ella pudo haber aterrizado en una isla. El comerciante te mencionó que te venderían el mapa para 5.000 Duques. \n \nRecopile 5.000 duques y vuelva al comerciante."
quest_toc_amelia1_statement,Quest,Quest Info,,,"Purchase the map to discover the truth of Amelia Earharts coffin location.",,"Kaufe die Karte vom Händler um die Wahrheit über Amelias Vermächtnis herauszufinden","Comprar o mapa para descobrir a verdade do local do caixão de Amelia Earhart.","Acheter la carte pour découvrir la vérité du cercueil d'Amelia Earhart.","Acquistare la mappa per scoprire la verità della bara di Amelia Earharts.","地図を購入してアメリア・イアハートの棺の場所の真実を発見します","아멜리아 에어하트의 관이 있는 곳의 진실을 발견하기 위해 지도를 구입하라.","Kupuj mapę, by odkryć prawdę o położeniu trumny Amelii Earhart.","Comprar o mapa para descobrir a verdade do local do caixão de Amelia Earhart.","Купите карту, чтобы узнать правду о месте гроба Амелии Эрхарт'.","Amelia Earhart 'ın tabut yerinin gerçeklerini keşfetmek için haritayı satın alın.","购买地图以发现阿米莉亚 - 埃尔哈特的棺木位置","「購買地圖，以發現艾蜜莉亞 - 埃爾哈特的棺木位置真相。」","Compra el mapa para descubrir la verdad de la ubicación del ataúd de Amelia Earharts."
questdialog_toc_amelia1,Quest,Dialogs,,,"Collect 5,000 Dukes, then return to the trader to purchase the map to Amelia Earharts location.",,"Sammle 5000 Dukes und gehe zurück zum Händler um die Karte zu kaufen","Recolher 5.000 Duques, depois voltar ao comerciante para comprar o mapa para a localização de Amelia Earhart.","Collectez 5 000 ducs, puis revenez à l'opérateur pour acheter la carte à l'emplacement d'Amelia Earhart.","Raccogliere 5.000 Duchi, poi tornare al commerciante per acquistare la mappa alla location di Amelia Earharts.","5,000 デュークスを回収し、トレーダーに戻って、アメリア・イアハートの場所へ地図を購入します。","5000대의 공작을 수집하고, 그 다음 상인으로 돌아가서 아멜리아 에어하트의 위치로 지도를 구입하십시오.","Zbierz 5000 Dukes, a następnie wróć do handlowca, aby kupić mapę do lokalizacji Amelii Earharts.","Recolher 5.000 Duques, depois voltar ao comerciante para comprar o mapa para a localização de Amelia Earhart.","Собирай 5000 герцогов, а затем вернитесь к торговцу, чтобы купить карту на место Амелии Эрхарт'.","5,000 Dukes topla, sonra da haritayı Amelia Earhart 'ın yerine satın almak için tüccar 'a geri dön.","收集 5000 Dukes，然后返回到交易者购买 Amelia Earhart 的位置地图。","收集 5000 個 Dukes，然後回到交易者，購買地圖到 Amelia Earhart 的位置。","Recoger 5.000 Duques, luego volver al comerciante para comprar el mapa a la ubicación de Amelia Earharts."
writitem_toc_amelia1_name,items,Quest - Note,,,"+Writ of Amelias Map",,"+Schrift von Amelias Tragschrauber","+ Escrita do mapa de Amelia","+ Writ de la carte d'Amelia","+ Writ della mappa di Amelia","+Writ of Amelia' の地図","아멜리아의 지도의 위트","+ Writ of Amelias map","+ Escrita do mapa de Amelia","+ Writ of Amelias map","Amelia 'nın haritasının emri.","+ Amelia 的地图","Amelia 的地圖的令狀","+ Writ del mapa de Amelia"
writitem_toc_amelia1_desc,items,Quest - Note,,,"This writ is evidence that you have paid your dues to obtain the map titled Amelia Earharts Coffin.",,"Dieses Schriftstück ist der Beweis dafür, dass Sie Ihre Beiträge bezahlt haben, um die Karte mit dem Titel Amelia Earhart's Sarg zu erhalten.","Este escrito es evidencia de que has pagado tus cuotas para obtener el mapa titulado El ataúd de Amelia Earhart.","Ce document prouve que vous avez payé vos cotisations pour obtenir la carte intitulée Le cercueil d'Amelia Earhart.","Questo atto è la prova che hai pagato le tue tasse per ottenere la mappa intitolata La tomba di Amelia Earhart.","この文書は、アメリア・イアハートの棺の地図を入手するために会費を支払ったことの証拠です。","이 글은 아멜리아 얼하트의 매장소원서를 얻기 위해 당신이 연회비를 지불했다는 증거입니다.","Ten dokument stanowi dowód na to, że zapłaciłeś swoje składki, aby uzyskać mapę zatytułowaną Trumna Amelii Earhart.","Esta escritura é a prova de que você pagou suas taxas para obter o mapa intitulado Sepultura de Amelia Earhart.","Этот документ является доказательством того, что вы оплатили ваши взносы для получения карты, названной гробницей Амелии Эрхарт.","Bu belge, Amelia Earharts Coffin adlı haritayı elde etmek için aidatlarınızı ödediğinizi kanıtlar.","此文书证明您已支付了您的会费以获得标题为Amelia Earharts Coffin的地图。","此文書證明您已支付了您的費用，以獲得題為Amelia Earharts Coffin的地圖。","Este escrito es evidencia de que has pagado tus cuotas para obtener el mapa titulado Tumba de Amelia Earhart."
